UserID,SessionID,Version,Date,TimeSpent,PagesViewed,ActionsTaken,ProductViewed,ProductAdded,CheckoutInitiated,PurchaseMade,FeedbackSubmitted,VideoWatched,ReferralSource,Rating
255,39855,A,2023-07-24,234.3027751645015,15,5,Product 1,True,False,False,False,True,Search Engine,4.729606287083864
256,71434,B,2023-07-23,213.22706880510336,6,6,Product 1,True,False,False,False,False,Direct,2.5632012204705026
257,82694,A,2023-07-22,301.6431686990107,17,6,Product 3,True,False,True,False,True,Social Media,4.968901717114038
258,53016,B,2023-07-21,180.86107991452207,3,4,Product 3,True,True,False,False,True,Direct,3.4038970019610106
259,17400,A,2023-07-20,296.85754463137124,2,4,Product 3,True,True,True,False,True,Direct,4.7351158248403955
260,52642,A,2023-07-19,322.7003112796925,4,5,Product 2,False,False,True,False,True,Search Engine,4.343812903635089
261,25151,B,2023-07-18,245.92091522860318,3,1,Product 3,True,False,True,False,False,Direct,3.658893279523329
262,61407,B,2023-07-17,131.62231218744904,5,9,Product 2,False,True,True,False,True,Search Engine,3.0840707710122364
263,76690,B,2023-07-16,152.03225196759385,6,7,Product 1,False,False,True,True,True,Social Media,2.9345916060501587
264,14499,A,2023-07-15,240.90022390510876,6,5,Product 1,True,True,True,False,False,Direct,4.662496873184279
265,16295,B,2023-07-14,272.83947255452534,4,4,Product 2,True,False,False,False,True,Direct,3.458471018936722
266,69040,A,2023-07-13,235.75993749386902,17,5,Product 2,False,False,True,False,False,Social Media,4.493922645449546
267,22183,A,2023-07-12,306.70372674515284,14,4,Product 2,False,False,True,False,True,Search Engine,4.467174133352446
268,39299,B,2023-07-11,281.331819186673,6,1,Product 2,True,False,True,False,True,Direct,2.121104512482521
269,22874,A,2023-07-10,332.7777179144226,6,3,Product 3,True,False,False,True,False,Social Media,4.560927246044262
270,42711,B,2023-07-09,290.2834439058133,5,7,Product 1,True,True,False,True,True,Direct,3.022649087322253
271,15539,A,2023-07-08,370.84869869187816,15,6,Product 3,False,True,True,False,False,Search Engine,4.156634181190519
272,63351,A,2023-07-07,360.3745624637269,19,10,Product 2,True,True,False,False,True,Search Engine,4.409496278345552
273,71267,B,2023-07-06,225.886395434504,9,4,Product 3,True,True,False,False,True,Search Engine,3.213662857827466
274,58354,B,2023-07-05,166.66076180191303,3,5,Product 3,False,False,False,False,True,Search Engine,3.347527669259549
275,12557,B,2023-07-04,278.13340448738796,2,6,Product 1,True,True,False,False,True,Social Media,2.945413797272578
276,48360,B,2023-07-03,151.6690429718966,9,6,Product 3,True,True,False,False,True,Direct,2.3408664037599918
277,92018,B,2023-07-02,260.60772991842475,4,8,Product 1,True,True,False,False,False,Social Media,3.5555165084659714
278,12200,B,2023-07-01,167.38575776366451,9,4,Product 2,False,False,False,False,True,Search Engine,3.75259328098297
279,78497,B,2023-06-30,241.27072989115425,8,3,Product 3,True,True,True,False,True,Search Engine,3.991131321999764
280,56975,A,2023-06-29,213.6893019021055,4,3,Product 2,True,True,True,False,True,Search Engine,4.875187213458729
281,31357,A,2023-06-28,339.5372003619917,7,9,Product 1,True,True,False,False,False,Search Engine,4.2330330533502405
282,87505,A,2023-06-27,202.37834458974208,4,7,Product 2,True,False,True,False,False,Direct,4.627324469523171
283,12869,B,2023-06-26,166.7649547424493,4,2,Product 2,True,True,False,False,False,Search Engine,2.1975059373633767
284,71135,B,2023-06-25,193.94622838047232,3,2,Product 1,True,False,False,False,False,Direct,3.232739862269165
285,60108,A,2023-06-24,312.3473843126173,15,4,Product 2,True,True,True,False,True,Search Engine,4.57313493465407
286,48467,B,2023-06-23,122.41581442779611,6,6,Product 2,False,True,False,False,True,Direct,3.6265246027013083
287,33328,B,2023-06-22,168.92632976427612,3,9,Product 2,False,False,False,False,False,Direct,2.0476120865166862
288,96831,A,2023-06-21,405.62596454814013,18,11,Product 3,True,True,False,False,False,Search Engine,4.277160613844194
289,13987,B,2023-06-20,185.74057766281703,6,4,Product 2,True,True,True,False,True,Social Media,2.313015798160913
290,68871,B,2023-06-19,247.8758888821663,9,7,Product 1,True,True,False,False,True,Social Media,3.1017907515391396
291,32399,A,2023-06-18,357.77317220163343,3,7,Product 3,False,True,True,False,False,Social Media,4.874387037302809
292,56214,B,2023-06-17,184.7510028632642,3,3,Product 3,True,True,False,False,False,Social Media,2.0175495101238354
293,96416,A,2023-06-16,315.1485936793642,5,7,Product 1,True,True,False,False,True,Social Media,4.928606329577019
294,80271,B,2023-06-15,170.5419806005529,3,5,Product 2,True,True,False,False,False,Search Engine,2.298422295926337
295,54064,B,2023-06-14,127.39726215386888,6,2,Product 3,True,True,False,False,True,Search Engine,3.517347769373562
296,80091,B,2023-06-13,191.55510779380882,7,9,Product 3,True,False,False,True,True,Search Engine,3.352793972987479
297,50818,A,2023-06-12,302.6704346972554,12,6,Product 3,True,False,True,False,True,Search Engine,4.855627681535234
298,55525,B,2023-06-11,134.39218991153803,9,3,Product 2,True,True,False,False,True,Search Engine,3.910572392003645
299,29830,B,2023-06-10,146.63176958703616,6,6,Product 3,False,True,False,False,True,Search Engine,2.3033339207152403
300,27429,A,2023-06-09,249.33821522078478,13,3,Product 1,True,True,True,False,False,Direct,4.111261247309469
301,16893,B,2023-06-08,204.68785894520937,1,2,Product 2,True,True,False,False,True,Direct,2.4188567722778673
302,89909,A,2023-06-07,346.0975778627488,11,8,Product 1,True,True,False,False,False,Search Engine,4.358623407023249
303,57333,B,2023-06-06,177.0707016106072,6,4,Product 1,True,True,False,False,True,Search Engine,3.6425503545723386
304,13436,A,2023-06-05,297.81565866949506,1,5,Product 3,True,True,True,False,True,Direct,4.203886475460524
305,84290,A,2023-06-04,297.60071025747095,9,4,Product 3,True,True,True,False,False,Direct,4.9499248239140545
306,86213,A,2023-06-03,231.6336769357522,7,3,Product 3,True,True,True,False,False,Search Engine,4.667607229727003
307,15895,B,2023-06-02,293.5069346410653,1,4,Product 1,True,False,False,False,False,Direct,3.407705370265692
308,29738,A,2023-06-01,275.0399000862035,3,3,Product 2,True,True,True,False,False,Social Media,4.2359201104733835
309,40746,B,2023-05-31,142.5844606242278,3,11,Product 3,True,False,True,False,True,Social Media,3.067271262474085
310,59377,A,2023-05-30,277.23829126261944,3,6,Product 3,False,False,True,False,True,Social Media,4.704836197517336
311,58404,A,2023-05-29,321.3078279823092,18,5,Product 1,True,True,True,False,False,Direct,4.475796814994601
312,64045,B,2023-05-28,150.98058742582626,8,5,Product 2,True,True,False,True,False,Search Engine,3.273441690272784
313,49790,B,2023-05-27,216.97369288759856,9,5,Product 1,True,True,True,False,False,Search Engine,3.307579301673446
314,15600,A,2023-05-26,336.65510308887167,8,3,Product 3,True,True,True,False,False,Search Engine,4.690377571631424
315,50764,B,2023-05-25,207.88179826364927,8,6,Product 1,True,True,True,False,False,Direct,3.619162604542572
316,84543,B,2023-05-24,216.008000586499,5,4,Product 3,True,False,False,True,True,Direct,3.164741126316697
317,55714,B,2023-05-23,111.4288724278078,6,5,Product 2,False,True,False,True,False,Social Media,3.077924238712842
318,66835,A,2023-05-22,238.50584423567295,18,3,Product 1,True,True,True,False,False,Direct,4.114114757186779
319,83744,A,2023-05-21,260.5892416349042,6,7,Product 3,True,False,False,False,False,Social Media,4.458246841934292
320,66491,B,2023-05-20,147.10316689955454,4,3,Product 3,False,False,True,True,True,Social Media,2.9152532651788823
321,28589,A,2023-05-19,250.35656473106508,16,6,Product 3,False,True,False,False,True,Search Engine,4.709829792282065
322,53484,B,2023-05-18,172.53806733437125,4,7,Product 3,True,False,True,False,True,Direct,2.300691749463533
323,92989,B,2023-05-17,135.7456015066737,4,1,Product 1,True,True,False,False,True,Search Engine,3.542506224759098
324,46212,B,2023-05-16,184.3339563586185,6,6,Product 3,True,True,True,True,False,Search Engine,2.111281545375476
325,53525,B,2023-05-15,168.13144910144175,2,4,Product 1,True,True,True,True,True,Direct,3.75285854968487
326,57202,B,2023-05-14,239.86428295802094,3,2,Product 3,True,True,False,False,True,Direct,3.580219024534189
327,42635,A,2023-05-13,345.33921333377145,15,2,Product 1,True,False,True,False,True,Social Media,4.9892562386150585
328,73208,B,2023-05-12,220.29251333464495,3,5,Product 1,False,True,False,False,False,Social Media,2.809794392878329
329,43828,A,2023-05-11,273.7889892941066,13,5,Product 3,True,True,False,True,False,Social Media,4.6730091009630526
330,28711,A,2023-05-10,350.93522487606737,5,3,Product 3,True,True,True,False,True,Social Media,4.935655129409545
331,13420,B,2023-05-09,116.53547350277657,8,5,Product 3,True,True,False,False,True,Search Engine,3.8497445108668202
332,10301,B,2023-05-08,235.60933288135186,9,11,Product 3,False,True,False,False,True,Search Engine,2.732030775183752
333,55236,B,2023-05-07,203.60690269258333,3,2,Product 2,True,True,True,False,False,Direct,3.2112496052923056
334,76235,B,2023-05-06,315.736615227046,4,6,Product 3,True,False,False,False,True,Social Media,2.1041047967346143
335,64240,A,2023-05-05,296.08345755349217,17,5,Product 3,True,True,True,False,False,Social Media,4.207477327656471
336,75726,A,2023-05-04,274.22653634580706,11,3,Product 3,True,True,True,False,True,Social Media,4.04050068648192
337,20492,B,2023-05-03,261.3329917155265,9,4,Product 1,True,True,False,False,True,Search Engine,2.449520475317639
338,16102,A,2023-05-02,322.57442412374735,16,10,Product 3,True,True,True,True,False,Direct,4.544801978275977
339,60336,A,2023-05-01,344.25471599391807,14,1,Product 1,True,True,True,False,True,Search Engine,4.492875897135299
340,95314,A,2023-04-30,402.50996960250075,12,8,Product 1,True,False,False,False,False,Direct,4.04013938816541
341,36641,A,2023-04-29,256.9278285267857,16,3,Product 1,True,False,True,False,True,Direct,4.455089666106407
342,44584,A,2023-04-28,304.87444695118484,7,5,Product 1,True,True,False,True,False,Search Engine,4.9194296005584075
343,42745,A,2023-04-27,366.5028299106025,11,4,Product 2,True,True,True,False,False,Search Engine,4.340317404298191
344,33093,A,2023-04-26,255.62922911515838,18,11,Product 3,True,False,False,True,False,Direct,4.24866878349757
345,76105,A,2023-04-25,292.41709191921484,5,3,Product 1,True,True,False,False,True,Search Engine,4.824801791434167
346,61885,B,2023-04-24,261.89794106040836,8,4,Product 3,True,True,False,False,True,Search Engine,3.912996249554197
347,46631,A,2023-04-23,323.94237866088673,12,3,Product 1,False,True,True,False,True,Direct,4.195030231789154
348,82991,A,2023-04-22,298.63929338110717,9,3,Product 2,True,False,True,False,False,Direct,4.0427832809837945
349,14014,B,2023-04-21,218.17866996146304,5,8,Product 1,True,True,False,False,False,Social Media,2.4297423476982694
350,21093,A,2023-04-20,350.79405921078694,19,1,Product 3,True,False,False,False,True,Search Engine,4.086678561150831
351,28070,B,2023-04-19,184.73056903979537,2,5,Product 3,False,False,True,True,True,Direct,3.610557570656824
352,45777,B,2023-04-18,250.52209414132682,5,7,Product 2,False,True,True,False,True,Search Engine,2.4257015419198273
353,66958,A,2023-04-17,305.9175100561718,18,3,Product 3,True,False,True,True,True,Search Engine,4.672273517201722
354,92074,A,2023-04-16,259.8319783617153,5,7,Product 3,True,False,True,False,True,Direct,4.03993218926561
355,20729,B,2023-04-15,177.31578651695492,8,5,Product 1,True,True,True,True,True,Social Media,2.710923280511291
356,55017,B,2023-04-14,226.1975936969,6,7,Product 3,True,True,True,False,False,Direct,2.143798837314992
357,76320,A,2023-04-13,261.4691024937331,19,5,Product 1,False,True,True,False,False,Direct,4.346002412972276
358,37751,B,2023-04-12,276.03200480085223,7,7,Product 2,True,True,True,False,False,Search Engine,2.029915989186871
359,88069,A,2023-04-11,295.79865715121565,8,5,Product 3,True,True,False,False,True,Social Media,4.958798262190746
360,64748,B,2023-04-10,191.42241804758578,8,4,Product 1,False,True,False,True,False,Direct,3.2612169433012186
361,15801,A,2023-04-09,288.4065746687105,2,5,Product 3,False,True,False,False,False,Search Engine,4.220824915877816
362,29190,B,2023-04-08,182.89913270976126,3,11,Product 1,True,False,False,False,True,Direct,3.876674405242918
363,59689,B,2023-04-07,151.39158969254817,9,7,Product 2,True,True,False,False,False,Search Engine,2.6954795645918512
364,60993,B,2023-04-06,125.98218609985526,3,6,Product 1,True,True,True,False,True,Direct,3.6527184203500083
365,39592,B,2023-04-05,266.3539875696702,7,3,Product 3,False,True,True,False,True,Social Media,3.2812778426402454
366,20647,A,2023-04-04,165.96944329630824,1,0,Product 1,False,True,True,True,True,Direct,4.588054765846816
367,18716,A,2023-04-03,333.0054937849951,9,10,Product 3,True,True,False,False,True,Search Engine,4.653720092759981
368,98891,A,2023-04-02,238.46580589498032,7,5,Product 2,True,True,True,True,False,Direct,4.284888638903061
369,97545,A,2023-04-01,209.36360174634285,5,5,Product 1,False,True,True,True,True,Social Media,4.754529338826742
370,99912,B,2023-03-31,148.37333618952948,8,3,Product 3,True,False,False,False,True,Social Media,2.6154990332156407
371,80316,A,2023-03-30,317.4549001202752,12,4,Product 3,True,False,True,False,True,Social Media,4.40709195615802
372,12368,A,2023-03-29,274.998066172536,16,2,Product 3,False,True,True,False,False,Social Media,4.401715919685388
373,87575,B,2023-03-28,259.0401530283116,9,2,Product 1,True,False,True,False,True,Search Engine,2.3740691713853144
374,16655,B,2023-03-27,192.955891517281,2,7,Product 1,True,False,False,False,False,Direct,3.778570924148527
375,80031,B,2023-03-26,176.77991092950447,4,3,Product 1,False,True,False,False,False,Social Media,2.6832045218660685
376,86429,B,2023-03-25,271.1949468623426,6,1,Product 2,False,False,True,False,True,Direct,2.33619489553322
377,97922,A,2023-03-24,296.97482607013114,18,3,Product 3,True,False,True,False,True,Search Engine,4.042470910488412
378,65766,A,2023-03-23,297.2508503852817,11,7,Product 3,True,True,True,False,False,Direct,4.990401534582199
379,23403,B,2023-03-22,254.267856215594,6,5,Product 2,True,True,True,True,True,Direct,3.467727967987964
380,42097,B,2023-03-21,188.37931939414523,8,5,Product 2,True,True,False,False,True,Social Media,3.1114070814406025
381,88657,A,2023-03-20,363.1288703482075,18,4,Product 1,True,True,True,False,False,Social Media,4.415393429968798
382,20966,B,2023-03-19,197.12485156025417,8,5,Product 1,False,False,False,False,True,Search Engine,2.311852504347663
383,62921,A,2023-03-18,282.32754856250654,17,5,Product 1,True,True,False,False,True,Direct,4.852924358178449
384,59726,A,2023-03-17,289.40255353380303,16,3,Product 1,True,False,True,False,True,Search Engine,4.9642201998380315
385,60300,B,2023-03-16,236.30413661284794,2,3,Product 1,True,False,False,False,True,Search Engine,2.4392890861024856
386,32677,B,2023-03-15,329.5046088877134,4,6,Product 1,False,False,False,False,False,Search Engine,2.504029467358105
387,65609,B,2023-03-14,265.27364702853384,3,6,Product 2,True,False,True,False,False,Social Media,2.7386603376392893
388,66661,A,2023-03-13,272.0578651464371,12,4,Product 2,True,True,True,False,False,Social Media,4.325466100246643
389,41024,B,2023-03-12,206.45837531478662,9,9,Product 2,True,True,False,False,False,Direct,3.558406273530216
390,80313,A,2023-03-11,280.83311728997063,13,6,Product 3,True,False,True,True,True,Direct,4.512960748259239
391,63006,A,2023-03-10,328.4051138555297,14,5,Product 3,True,True,True,True,True,Direct,4.638723408817006
392,25338,B,2023-03-09,180.1808242722167,8,5,Product 1,True,True,True,False,True,Social Media,2.5360234641721506
393,78027,B,2023-03-08,244.39832258159768,6,4,Product 2,True,False,True,False,True,Social Media,3.7624990566452112
394,90135,B,2023-03-07,185.52670393382485,5,10,Product 3,True,False,True,False,False,Search Engine,3.0848202573566175
395,29508,B,2023-03-06,272.5963316157361,8,6,Product 3,True,True,False,False,False,Social Media,2.058202902645953
396,13051,B,2023-03-05,152.6234629513944,4,2,Product 2,True,False,False,False,True,Search Engine,2.9685061124600436
397,58747,B,2023-03-04,109.45068171252726,3,4,Product 3,True,False,True,False,True,Search Engine,3.0712633056944636
398,97142,A,2023-03-03,273.8835598647607,6,3,Product 3,True,True,True,False,True,Social Media,4.170249425961742
399,97235,A,2023-03-02,283.43424106850364,10,2,Product 2,True,True,False,False,True,Search Engine,4.108563144702809
400,64021,A,2023-03-01,319.72109394724475,1,5,Product 3,True,False,True,True,True,Search Engine,4.880369626259118
401,76412,A,2023-02-28,303.86916384170274,4,6,Product 2,True,True,True,False,False,Direct,4.404480267500189
402,68335,B,2023-02-27,168.4159524922176,1,5,Product 3,True,True,True,False,False,Search Engine,3.11879048927694
403,66179,A,2023-02-26,290.59464841390366,4,10,Product 2,True,True,False,False,False,Social Media,4.371433950646733
404,42093,A,2023-02-25,320.96404389550855,19,5,Product 3,True,False,True,False,True,Social Media,4.39213992511615
405,79678,A,2023-02-24,318.94359428446376,5,5,Product 3,False,True,True,True,True,Search Engine,4.131770888597036
406,90738,B,2023-02-23,221.24426516967372,7,4,Product 2,False,True,True,False,False,Direct,3.8437073475718195
407,49734,A,2023-02-22,313.7602247365192,14,4,Product 3,True,True,True,True,False,Social Media,4.352518461005455
408,82615,B,2023-02-21,138.25290533598252,1,3,Product 2,True,False,False,False,False,Social Media,3.087402839289835
409,83523,A,2023-02-20,213.22562324161774,3,6,Product 2,True,True,False,False,False,Direct,4.635950230453845
410,27019,A,2023-02-19,289.3558792044678,13,4,Product 3,True,True,True,False,False,Search Engine,4.307293643242293
411,93613,B,2023-02-18,144.68279214614455,1,2,Product 1,True,False,False,True,False,Social Media,2.3799930184045692
412,96672,B,2023-02-17,205.08278807830146,7,9,Product 3,True,True,True,False,True,Search Engine,3.9647901072455376
413,83847,A,2023-02-16,239.04493962444786,5,5,Product 1,True,False,True,False,False,Search Engine,4.698571485130733
414,92750,B,2023-02-15,126.37322415699839,9,9,Product 1,False,False,False,False,True,Search Engine,3.8614515890907946
415,89634,B,2023-02-14,222.9753883319331,5,5,Product 3,True,False,True,False,True,Search Engine,3.77616076451761
416,38251,A,2023-02-13,398.00037594077963,18,5,Product 1,False,True,True,False,False,Social Media,4.430774412237485
417,35945,B,2023-02-12,261.80460056089333,4,1,Product 2,False,False,True,False,True,Direct,2.8674541252920323
418,42217,B,2023-02-11,135.55227287563656,5,5,Product 2,True,False,False,False,True,Social Media,3.904154659890871
419,18308,B,2023-02-10,215.44861997574154,9,8,Product 1,True,False,True,False,True,Direct,3.0536058377118733
420,15949,B,2023-02-09,256.53366053319445,4,6,Product 2,True,True,False,False,True,Search Engine,3.0333088014572054
421,61990,B,2023-02-08,274.92955484178515,7,2,Product 3,True,False,True,False,True,Direct,3.3552263510852227
422,11150,B,2023-02-07,236.73548337864977,6,5,Product 2,True,True,False,False,True,Search Engine,2.7968503374789275
423,99480,B,2023-02-06,200.33619160664247,2,5,Product 1,True,True,True,False,True,Social Media,3.7188451817226085
424,84740,B,2023-02-05,221.24961700232197,9,4,Product 3,True,True,False,False,True,Social Media,3.0284143489545725
425,76617,B,2023-02-04,225.49436239605976,2,6,Product 2,False,False,True,False,False,Direct,2.9594003250670915
426,26896,B,2023-02-03,235.88693533294895,4,5,Product 3,True,True,False,True,True,Search Engine,3.9379362606439914
427,56175,B,2023-02-02,129.8762349154904,8,6,Product 1,False,True,False,False,True,Search Engine,3.549699693068198
428,17805,A,2023-02-01,376.4211128931082,13,5,Product 2,True,False,True,False,False,Direct,4.08732737255847
429,15237,B,2023-01-31,195.92530670202538,4,4,Product 3,False,True,False,False,False,Search Engine,2.421375834060603
430,30056,B,2023-01-30,239.10473055097805,4,7,Product 3,True,False,True,False,False,Search Engine,3.9485751120252
431,55543,A,2023-01-29,339.19907711137483,5,5,Product 2,True,True,False,False,True,Search Engine,4.940348377670192
432,66556,B,2023-01-28,189.50709856934776,2,7,Product 3,False,True,True,False,False,Social Media,2.075788725767992
433,13343,A,2023-01-27,251.91388610544345,16,6,Product 3,True,False,True,False,False,Social Media,4.098023440582931
434,23500,A,2023-01-26,315.4163241369781,11,4,Product 1,True,False,True,False,False,Social Media,4.239176794857376
435,63222,B,2023-01-25,133.7421422401119,8,8,Product 1,True,True,True,False,False,Search Engine,2.0338587048510703
436,39375,A,2023-01-24,405.2543319667251,4,4,Product 1,True,False,True,True,False,Social Media,4.0013198689843295
437,19662,B,2023-01-23,144.79272716680404,4,3,Product 1,True,True,True,False,False,Search Engine,2.964432545120773
438,26964,B,2023-01-22,152.1036080252366,8,5,Product 1,False,True,False,True,False,Search Engine,3.2603711381091447
439,69638,B,2023-01-21,189.11988821103435,2,10,Product 1,True,True,False,False,True,Direct,2.537766224558669
440,83666,A,2023-01-20,368.8637193254234,4,6,Product 2,True,True,False,False,False,Search Engine,4.434602368717992
441,95067,A,2023-01-19,374.19450768838806,2,4,Product 1,False,True,True,False,False,Social Media,4.224172276746902
442,77215,B,2023-01-18,176.54346419362687,1,3,Product 3,True,True,False,False,True,Social Media,2.4927426662952543
443,79042,B,2023-01-17,280.5003575427064,5,3,Product 2,True,True,True,False,False,Search Engine,3.1873919576317116
444,23284,B,2023-01-16,153.82496885433898,9,5,Product 3,False,True,False,True,True,Social Media,3.498550673648209
445,82789,A,2023-01-15,292.7227513180115,5,2,Product 1,True,True,True,True,True,Search Engine,4.68345274342105
446,94664,B,2023-01-14,130.1903341977057,9,6,Product 1,True,True,False,False,False,Direct,2.4258790952646856
447,71389,B,2023-01-13,120.68803744129178,5,2,Product 3,True,False,False,False,True,Search Engine,3.4639356767054243
448,19435,B,2023-01-12,152.29443701985502,2,5,Product 3,True,False,False,False,True,Search Engine,2.6322031635656487
449,64340,A,2023-01-11,217.46602406213202,7,2,Product 3,True,True,False,False,True,Direct,4.607028654384546
450,54078,B,2023-01-10,208.76849384236613,4,6,Product 2,True,False,False,True,True,Social Media,2.028581540081401
451,88832,B,2023-01-09,231.71531331651664,9,3,Product 1,False,False,True,False,True,Direct,3.1584423791422136
452,61293,B,2023-01-08,276.5345583461187,9,5,Product 3,True,True,False,False,True,Direct,2.987969769384171
453,88781,A,2023-01-07,255.98542205153618,9,2,Product 1,True,True,True,True,True,Search Engine,4.074056484497037
454,70403,B,2023-01-06,167.15703863902507,1,6,Product 3,False,False,False,False,False,Search Engine,2.3763431916922477
455,39124,B,2023-01-05,149.5885412772561,8,6,Product 1,True,True,False,False,False,Direct,2.274434463220132
456,53919,A,2023-01-04,218.0768075867585,4,7,Product 2,False,False,True,True,True,Social Media,4.651774478819103
457,45247,B,2023-01-03,112.96047956854987,5,6,Product 1,True,False,True,False,False,Direct,2.5151354512990336
458,72752,B,2023-01-02,217.65821474406133,7,6,Product 3,False,False,False,False,True,Social Media,3.210006122676066
459,66573,A,2023-01-01,253.68804437057247,17,4,Product 1,True,False,True,False,True,Direct,4.736054014482789
460,69101,A,2022-12-31,286.9109638828647,13,4,Product 2,True,True,True,False,True,Direct,4.58888250520296
461,36646,B,2022-12-30,165.0888888763124,7,7,Product 2,True,True,False,False,False,Social Media,2.5313569310056745
462,33049,A,2022-12-29,306.1315283490658,14,5,Product 1,True,False,True,False,False,Direct,4.229185239431197
463,89605,B,2022-12-28,211.6435021174183,9,5,Product 3,False,True,False,True,True,Search Engine,2.772062098052438
464,78385,A,2022-12-27,218.20859752466123,13,8,Product 2,True,False,True,False,True,Direct,4.912660395900556
465,50158,B,2022-12-26,225.36124912688823,4,4,Product 2,True,False,False,False,True,Search Engine,2.402166976812092
466,75417,A,2022-12-25,345.08561085961475,1,2,Product 1,False,False,False,False,False,Social Media,4.724831373524309
467,33289,B,2022-12-24,315.7410795888054,7,3,Product 2,True,True,True,False,False,Social Media,3.1427031314138905
468,19823,B,2022-12-23,210.36362829173487,9,4,Product 2,True,True,False,False,True,Search Engine,3.3469796230263666
469,70160,B,2022-12-22,251.15212512613405,5,6,Product 3,True,True,True,False,False,Direct,3.623117381458119
470,51975,B,2022-12-21,189.2839035901176,2,9,Product 3,True,True,False,False,True,Search Engine,3.537469586757605
471,19540,A,2022-12-20,366.14630801677663,3,3,Product 3,True,False,True,False,False,Search Engine,4.4113226968232695
472,26364,B,2022-12-19,172.4162430976661,5,5,Product 1,False,False,True,True,False,Social Media,3.7767027540950835
473,14611,A,2022-12-18,340.9348269413671,2,3,Product 2,True,False,True,False,True,Search Engine,4.851839476862803
474,37663,A,2022-12-17,345.70894227151496,13,2,Product 1,True,True,True,True,False,Direct,4.7411070416296806
475,61991,A,2022-12-16,259.5132266305094,11,4,Product 2,False,True,True,False,False,Search Engine,4.841705765222947
476,67679,A,2022-12-15,237.43860423111622,9,9,Product 2,True,False,False,False,True,Social Media,4.769023238782648
477,40977,B,2022-12-14,244.49284758927473,1,4,Product 2,True,True,False,True,True,Direct,3.097949269972278
478,59115,B,2022-12-13,221.03832812592933,1,5,Product 3,True,True,True,False,False,Social Media,3.5166114270265867
479,98223,A,2022-12-12,247.1709282211383,12,8,Product 1,True,False,False,False,True,Search Engine,4.396475428723388
480,70890,A,2022-12-11,324.7392717665049,13,8,Product 1,True,False,True,False,True,Search Engine,4.920767389858534
481,76387,B,2022-12-10,281.03870417044726,3,5,Product 2,True,True,True,False,True,Social Media,3.3421803489918376
482,28071,A,2022-12-09,280.57283753084783,1,3,Product 1,True,False,True,True,False,Social Media,4.067554843455687
483,69275,A,2022-12-08,354.99416367767344,1,9,Product 3,False,True,False,False,False,Direct,4.8302323647341705
484,82369,A,2022-12-07,295.29126076353504,17,2,Product 1,True,False,True,False,False,Social Media,4.688396704926908
485,21938,B,2022-12-06,238.39688317582687,1,8,Product 2,False,True,False,False,False,Social Media,2.207194299994959
486,45195,B,2022-12-05,173.6804567444661,4,7,Product 3,True,True,False,False,True,Search Engine,2.6084090362700074
487,14000,A,2022-12-04,291.2659041705252,11,6,Product 3,True,False,False,False,False,Search Engine,4.406043909099124
488,80588,A,2022-12-03,407.89858430141294,11,9,Product 2,True,True,True,False,False,Social Media,4.918852855883104
489,48304,B,2022-12-02,261.6102118706956,8,3,Product 1,False,False,True,False,True,Social Media,2.1109313945300987
490,79449,B,2022-12-01,221.86863370898342,9,6,Product 2,True,False,False,False,True,Search Engine,3.06931913349817
491,92986,A,2022-11-30,367.87941046384213,7,7,Product 1,True,False,True,False,True,Direct,4.662583264373949
492,99643,B,2022-11-29,244.32544010377626,7,7,Product 1,False,False,False,False,False,Direct,3.2605680789926863
493,30764,A,2022-11-28,267.47630933090153,3,5,Product 3,True,True,True,False,False,Direct,4.743862144885998
494,96027,A,2022-11-27,302.87505501221443,11,5,Product 2,False,False,True,False,False,Direct,4.86563758728151
495,48494,B,2022-11-26,185.58718650030934,5,1,Product 3,True,True,True,True,False,Search Engine,2.2000361800486443
496,13373,A,2022-11-25,258.77028003476585,13,7,Product 2,False,True,True,False,True,Social Media,4.487469808315544
497,22161,B,2022-11-24,132.07774906851364,7,4,Product 2,False,False,True,False,False,Direct,3.364610925734122
498,37350,A,2022-11-23,226.41653280625158,14,7,Product 3,True,True,False,False,False,Search Engine,4.52298730819171
499,35351,A,2022-11-22,293.96784829350827,16,5,Product 2,True,True,True,False,True,Social Media,4.882926118894862
500,98668,B,2022-11-21,182.50573254384983,9,5,Product 2,True,True,False,True,False,Direct,2.767444349438909
501,25305,A,2022-11-20,283.5920157510154,18,3,Product 1,False,False,True,False,True,Social Media,4.125838690513669
502,85353,B,2022-11-19,175.5005025559359,3,5,Product 2,True,False,False,False,False,Direct,2.6854808271776918
503,86797,A,2022-11-18,331.62913998210985,15,5,Product 2,True,True,False,False,False,Social Media,4.955668662183443
504,75953,A,2022-11-17,237.85642069684326,5,4,Product 3,True,True,True,False,False,Direct,4.026693158586855
505,67458,A,2022-11-16,265.5172247549528,3,3,Product 3,True,False,True,False,False,Direct,4.866188915265581
506,30358,B,2022-11-15,197.33937818635084,3,3,Product 2,True,True,False,False,True,Social Media,2.2560321304068727
507,13267,A,2022-11-14,431.71132088179525,11,5,Product 1,True,True,False,False,False,Social Media,4.7442352584372385
508,92745,B,2022-11-13,142.56347606705458,3,10,Product 1,True,True,False,True,True,Social Media,2.5232405545813474
509,99588,A,2022-11-12,292.5411674025701,5,2,Product 3,True,True,False,False,False,Search Engine,4.057179654530266
